flight_key,direction,sched_utc,first_seen_utc,tail_seen_utc,hours_before,seen_without_tail_first
UAL1639,Arrival,2026-09-22T21:20:00+00:00,2026-09-22T11:13:52+00:00,2026-09-22T20:08:38+00:00,1.19,True
AAL3944,Arrival,2026-09-22T21:25:00+00:00,2026-09-22T11:13:52+00:00,2026-09-22T20:08:38+00:00,1.27,True
SWA1310,Arrival,2026-09-22T21:25:00+00:00,2026-09-22T11:13:52+00:00,2026-09-22T20:08:38+00:00,1.27,True
DAL2822,Arrival,2026-09-22T21:43:00+00:00,2026-09-22T11:13:52+00:00,2026-09-22T20:08:38+00:00,1.57,True
UAL4416,Arrival,2026-09-22T22:00:00+00:00,2026-09-22T11:13:52+00:00,2026-09-22T20:08:38+00:00,1.86,True
AAL2686,Arrival,2026-09-22T22:05:00+00:00,2026-09-22T11:13:52+00:00,2026-09-22T20:08:38+00:00,1.94,True
DAL1492,Arrival,2026-09-22T22:11:00+00:00,2026-09-22T11:13:52+00:00,2026-09-22T20:08:38+00:00,2.04,True
SWA3144,Arrival,2026-09-22T22:13:00+00:00,2026-09-22T11:13:52+00:00,2026-09-22T20:08:38+00:00,2.07,True
SWA556,Arrival,2026-09-22T22:21:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T20:08:38+00:00,2.21,True
SWA3755,Arrival,2026-09-22T22:24:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T20:08:38+00:00,2.26,True
SWA2168,Arrival,2026-09-22T22:25:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T20:08:38+00:00,2.27,True
SWA3471,Arrival,2026-09-22T22:27:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T20:08:38+00:00,2.31,True
SWA3509,Arrival,2026-09-22T22:36:00+00:00,2026-09-22T11:13:52+00:00,2026-09-22T20:08:38+00:00,2.46,True
SWA126,Arrival,2026-09-22T22:38:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T20:08:38+00:00,2.49,True
SWA3282,Arrival,2026-09-22T22:42:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T20:08:38+00:00,2.56,True
SWA1772,Arrival,2026-09-22T22:43:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T20:08:38+00:00,2.57,True
SWA776,Arrival,2026-09-22T22:49:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T20:08:38+00:00,2.67,True
SWA2022,Arrival,2026-09-22T22:55:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T20:08:38+00:00,2.77,True
SWA1375,Arrival,2026-09-22T22:58:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T20:08:38+00:00,2.82,True
ASA672,Arrival,2026-09-22T23:07:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T20:08:38+00:00,2.97,True
SWA241,Arrival,2026-09-22T23:39:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T20:08:38+00:00,3.51,True
SWA1740,Arrival,2026-09-23T00:20:00+00:00,2026-09-22T14:31:49+00:00,2026-09-22T20:08:38+00:00,4.19,True
SWA183,Arrival,2026-09-23T00:22:00+00:00,2026-09-22T14:31:49+00:00,2026-09-22T20:08:38+00:00,4.22,True
BAW221,Arrival,2026-09-23T00:30:00+00:00,2026-09-22T14:31:49+00:00,2026-09-22T20:08:38+00:00,4.36,True
SWA4407,Arrival,2026-09-23T00:34:00+00:00,2026-09-22T14:31:49+00:00,2026-09-22T20:08:38+00:00,4.42,True
AAL4449,Departure,2026-09-22T21:28:00+00:00,2026-09-22T11:13:52+00:00,2026-09-22T21:08:14+00:00,0.33,True
UAL1548,Departure,2026-09-22T21:40:00+00:00,2026-09-22T11:13:52+00:00,2026-09-22T21:08:14+00:00,0.53,True
UAL3710,Departure,2026-09-22T21:53:00+00:00,2026-09-22T11:13:52+00:00,2026-09-22T21:08:14+00:00,0.75,True
DAL543,Departure,2026-09-22T21:59:00+00:00,2026-09-22T11:13:52+00:00,2026-09-22T21:08:14+00:00,0.85,True
SWA1587,Departure,2026-09-22T22:00:00+00:00,2026-09-22T11:13:52+00:00,2026-09-22T21:08:14+00:00,0.86,True
AAL3851,Departure,2026-09-22T22:10:00+00:00,2026-09-22T11:13:52+00:00,2026-09-22T21:08:14+00:00,1.03,True
AAL2286,Departure,2026-09-22T22:13:00+00:00,2026-09-22T11:13:52+00:00,2026-09-22T21:08:14+00:00,1.08,True
SWA3713,Departure,2026-09-22T22:30:00+00:00,2026-09-22T11:13:52+00:00,2026-09-22T21:08:14+00:00,1.36,True
DAL4905,Departure,2026-09-22T22:30:00+00:00,2026-09-22T11:13:52+00:00,2026-09-22T21:08:14+00:00,1.36,True
SWA132,Departure,2026-09-22T22:42:00+00:00,2026-09-22T11:13:52+00:00,2026-09-22T21:08:14+00:00,1.56,True
SWA3831,Departure,2026-09-22T23:30:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T21:08:14+00:00,2.36,True
SCX3008,Departure,2026-09-22T23:36:00+00:00,2026-09-22T21:08:14+00:00,2026-09-22T21:08:14+00:00,2.46,False
SWA3940,Departure,2026-09-22T23:40:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T21:08:14+00:00,2.53,True
SWA178,Departure,2026-09-22T23:45:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T21:08:14+00:00,2.61,True
LXJ441,Arrival,2026-09-22T22:07:00+00:00,2026-09-22T21:08:14+00:00,2026-09-22T21:08:14+00:00,0.98,False
SWA2891,Arrival,2026-09-22T22:22:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T21:08:14+00:00,1.23,True
DAL1393,Arrival,2026-09-22T22:26:00+00:00,2026-09-22T11:13:52+00:00,2026-09-22T21:08:14+00:00,1.3,True
AAL2761,Arrival,2026-09-22T23:05:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T21:08:14+00:00,1.95,True
UAL1181,Arrival,2026-09-22T23:17:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T21:08:14+00:00,2.15,True
SWA2908,Arrival,2026-09-22T23:29:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T21:08:14+00:00,2.35,True
SWA228,Arrival,2026-09-22T23:54:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T21:08:14+00:00,2.76,True
UAL4527,Arrival,2026-09-23T00:05:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T21:08:14+00:00,2.95,True
UAL4412,Arrival,2026-09-23T00:10:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T21:08:14+00:00,3.03,True
SWA3393,Arrival,2026-09-23T00:26:00+00:00,2026-09-22T14:31:49+00:00,2026-09-22T21:08:14+00:00,3.3,True
SWA4166,Arrival,2026-09-23T00:38:00+00:00,2026-09-22T14:31:49+00:00,2026-09-22T21:08:14+00:00,3.5,True
SWA2905,Arrival,2026-09-23T00:44:00+00:00,2026-09-22T14:31:49+00:00,2026-09-22T21:08:14+00:00,3.6,True
SWA2359,Arrival,2026-09-23T01:02:00+00:00,2026-09-22T14:31:49+00:00,2026-09-22T21:08:14+00:00,3.9,True
SWA999,Arrival,2026-09-23T01:24:00+00:00,2026-09-22T14:31:49+00:00,2026-09-22T21:08:14+00:00,4.26,True
UAL4395,Departure,2026-09-22T21:49:00+00:00,2026-09-22T21:58:36+00:00,2026-09-22T21:58:36+00:00,-0.16,False
DAL1224,Departure,2026-09-22T22:47:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T21:58:36+00:00,0.81,True
SWA3800,Departure,2026-09-22T23:40:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T21:58:36+00:00,1.69,True
SWA4165,Departure,2026-09-22T23:50:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T21:58:36+00:00,1.86,True
SWA4074,Departure,2026-09-22T23:52:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T21:58:36+00:00,1.89,True
SWA1493,Departure,2026-09-23T00:10:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T21:58:36+00:00,2.19,True
SWA1145,Departure,2026-09-23T00:20:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T21:58:36+00:00,2.36,True
SWA1589,Departure,2026-09-23T00:25:00+00:00,2026-09-22T14:31:49+00:00,2026-09-22T21:58:36+00:00,2.44,True
SWA3703,Departure,2026-09-23T00:25:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T21:58:36+00:00,2.44,True
SWA288,Arrival,2026-09-22T22:28:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T21:58:36+00:00,0.49,True
ACA8687,Arrival,2026-09-22T23:41:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T21:58:36+00:00,1.71,True
UAL4518,Arrival,2026-09-23T00:12:00+00:00,2026-09-22T14:31:49+00:00,2026-09-22T21:58:36+00:00,2.22,True
SWA2218,Arrival,2026-09-23T00:32:00+00:00,2026-09-22T14:31:49+00:00,2026-09-22T21:58:36+00:00,2.56,True
SWA1485,Arrival,2026-09-23T00:34:00+00:00,2026-09-22T14:31:49+00:00,2026-09-22T21:58:36+00:00,2.59,True
SWA3051,Arrival,2026-09-23T00:36:00+00:00,2026-09-22T14:31:49+00:00,2026-09-22T21:58:36+00:00,2.62,True
SWA1656,Arrival,2026-09-23T00:40:00+00:00,2026-09-22T14:31:49+00:00,2026-09-22T21:58:36+00:00,2.69,True
SWA3312,Arrival,2026-09-23T00:41:00+00:00,2026-09-22T14:31:49+00:00,2026-09-22T21:58:36+00:00,2.71,True
SWA4142,Arrival,2026-09-23T00:48:00+00:00,2026-09-22T14:31:49+00:00,2026-09-22T21:58:36+00:00,2.82,True
SWA3428,Arrival,2026-09-23T00:56:00+00:00,2026-09-22T14:31:49+00:00,2026-09-22T21:58:36+00:00,2.96,True
DAL4926,Arrival,2026-09-23T01:31:00+00:00,2026-09-22T14:31:49+00:00,2026-09-22T21:58:36+00:00,3.54,True
AAL890,Arrival,2026-09-23T01:36:00+00:00,2026-09-22T14:31:49+00:00,2026-09-22T21:58:36+00:00,3.62,True
SWA134,Arrival,2026-09-23T01:54:00+00:00,2026-09-22T19:15:53+00:00,2026-09-22T21:58:36+00:00,3.92,True
DAL2822,Departure,2026-09-22T22:59:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T22:54:50+00:00,0.07,True
ASA1318,Departure,2026-09-22T23:08:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T22:54:50+00:00,0.22,True
SWA1160,Departure,2026-09-22T23:40:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T22:54:50+00:00,0.75,True
SWA1534,Departure,2026-09-22T23:40:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T22:54:50+00:00,0.75,True
DAL1393,Departure,2026-09-22T23:45:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T22:54:50+00:00,0.84,True
AAL4727,Departure,2026-09-22T23:45:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T22:54:50+00:00,0.84,True
UAL4616,Departure,2026-09-22T23:53:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T22:54:50+00:00,0.97,True
DAL1492,Departure,2026-09-22T23:55:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T22:54:50+00:00,1.0,True
SWA982,Departure,2026-09-23T00:53:00+00:00,2026-09-22T12:51:55+00:00,2026-09-22T22:54:50+00:00,1.97,True
SWA3955,Departure,2026-09-23T01:45:00+00:00,2026-09-22T14:31:49+00:00,2026-09-22T22:54:50+00:00,2.84,True
SWA2087,Departure,2026-09-23T01:50:00+00:00,2026-09-22T14:31:49+00:00,2026-09-22T22:54:50+00:00,2.92,True
DAL2833,Arrival,2026-09-23T00:33:00+00:00,2026-09-22T14:31:49+00:00,2026-09-22T22:54:50+00:00,1.64,True
ACA8891,Arrival,2026-09-23T00:45:00+00:00,2026-09-22T14:31:49+00:00,2026-09-22T22:54:50+00:00,1.84,True
UAL1422,Arrival,2026-09-23T01:29:00+00:00,2026-09-22T14:31:49+00:00,2026-09-22T22:54:50+00:00,2.57,True
SWA1400,Arrival,2026-09-23T01:45:00+00:00,2026-09-22T14:31:49+00:00,2026-09-22T22:54:50+00:00,2.84,True
SWA4749,Arrival,2026-09-23T01:48:00+00:00,2026-09-22T19:15:53+00:00,2026-09-22T22:54:50+00:00,2.89,True
AAL4728,Arrival,2026-09-23T01:52:00+00:00,2026-09-22T19:15:53+00:00,2026-09-22T22:54:50+00:00,2.95,True
AAL798,Arrival,2026-09-23T02:02:00+00:00,2026-09-22T19:15:53+00:00,2026-09-22T22:54:50+00:00,3.12,True
AAL1594,Arrival,2026-09-23T02:41:00+00:00,2026-09-22T19:15:53+00:00,2026-09-22T22:54:50+00:00,3.77,True
SWA1559,Arrival,2026-09-23T03:14:00+00:00,2026-09-22T19:15:53+00:00,2026-09-22T22:54:50+00:00,4.32,True
SWA1574,Arrival,2026-09-23T03:17:00+00:00,2026-09-22T19:15:53+00:00,2026-09-22T22:54:50+00:00,4.37,True
SWA3895,Departure,2026-09-23T00:48:00+00:00,2026-09-22T12:51:55+00:00,2026-09-23T00:35:29+00:00,0.21,True
SWA2151,Departure,2026-09-23T00:55:00+00:00,2026-09-22T14:31:49+00:00,2026-09-23T00:35:29+00:00,0.33,True
SWA4166,Departure,2026-09-23T01:45:00+00:00,2026-09-22T14:31:49+00:00,2026-09-23T00:35:29+00:00,1.16,True
SWA3821,Departure,2026-09-23T01:45:00+00:00,2026-09-22T14:31:49+00:00,2026-09-23T00:35:29+00:00,1.16,True
SWA3865,Departure,2026-09-23T01:45:00+00:00,2026-09-22T14:31:49+00:00,2026-09-23T00:35:29+00:00,1.16,True
SWA3843,Departure,2026-09-23T01:45:00+00:00,2026-09-22T14:31:49+00:00,2026-09-23T00:35:29+00:00,1.16,True
SWA3878,Departure,2026-09-23T01:47:00+00:00,2026-09-23T00:35:29+00:00,2026-09-23T00:35:29+00:00,1.19,False
SWA3832,Departure,2026-09-23T01:50:00+00:00,2026-09-22T14:31:49+00:00,2026-09-23T00:35:29+00:00,1.24,True
SWA3202,Departure,2026-09-23T01:55:00+00:00,2026-09-22T14:31:49+00:00,2026-09-23T00:35:29+00:00,1.33,True
SWA3850,Departure,2026-09-23T02:00:00+00:00,2026-09-22T14:31:49+00:00,2026-09-23T00:35:29+00:00,1.41,True
SCX3007,Departure,2026-09-23T02:00:00+00:00,2026-09-23T00:35:29+00:00,2026-09-23T00:35:29+00:00,1.41,False
BAW220,Departure,2026-09-23T02:35:00+00:00,2026-09-22T19:15:53+00:00,2026-09-23T00:35:29+00:00,1.99,True
SWA3803,Departure,2026-09-23T02:50:00+00:00,2026-09-22T14:31:49+00:00,2026-09-23T00:35:29+00:00,2.24,True
UPS635,Departure,2026-09-23T03:03:00+00:00,2026-09-23T00:35:29+00:00,2026-09-23T00:35:29+00:00,2.46,False
FDX1309,Departure,2026-09-23T03:33:00+00:00,2026-09-23T00:35:29+00:00,2026-09-23T00:35:29+00:00,2.96,False
SKQ22,Departure,2026-09-23T05:45:00+00:00,2026-09-23T00:35:29+00:00,2026-09-23T00:35:29+00:00,5.16,False
UAL4423,Departure,2026-09-23T11:00:00+00:00,2026-09-23T00:35:29+00:00,2026-09-23T00:35:29+00:00,10.41,False
UAL577,Departure,2026-09-23T12:00:00+00:00,2026-09-23T00:35:29+00:00,2026-09-23T00:35:29+00:00,11.41,False
DAL1541,Arrival,2026-09-23T01:15:00+00:00,2026-09-22T14:31:49+00:00,2026-09-23T00:35:29+00:00,0.66,True
AAL2444,Arrival,2026-09-23T01:25:00+00:00,2026-09-22T14:31:49+00:00,2026-09-23T00:35:29+00:00,0.83,True
SWA4254,Arrival,2026-09-23T02:27:00+00:00,2026-09-22T19:15:53+00:00,2026-09-23T00:35:29+00:00,1.86,True
AAL4680,Arrival,2026-09-23T02:28:00+00:00,2026-09-22T19:15:53+00:00,2026-09-23T00:35:29+00:00,1.88,True
KI124,Arrival,2026-09-23T02:40:00+00:00,2026-09-23T00:35:29+00:00,2026-09-23T00:35:29+00:00,2.08,False
UAL4485,Arrival,2026-09-23T02:49:00+00:00,2026-09-22T19:15:53+00:00,2026-09-23T00:35:29+00:00,2.23,True
SWA416,Arrival,2026-09-23T03:01:00+00:00,2026-09-22T19:15:53+00:00,2026-09-23T00:35:29+00:00,2.43,True
AAL5000,Arrival,2026-09-23T04:08:00+00:00,2026-09-22T19:15:53+00:00,2026-09-23T00:35:29+00:00,3.54,True
SKQ22,Arrival,2026-09-23T04:59:00+00:00,2026-09-23T00:35:29+00:00,2026-09-23T00:35:29+00:00,4.39,False
AAL2497,Departure,2026-09-23T02:45:00+00:00,2026-09-23T02:16:03+00:00,2026-09-23T02:16:03+00:00,0.48,False
UPS633,Departure,2026-09-23T03:32:00+00:00,2026-09-23T02:16:03+00:00,2026-09-23T02:16:03+00:00,1.27,False
KI124,Departure,2026-09-23T03:40:00+00:00,2026-09-23T02:16:03+00:00,2026-09-23T02:16:03+00:00,1.4,False
FDX1608,Departure,2026-09-23T04:05:00+00:00,2026-09-23T02:16:03+00:00,2026-09-23T02:16:03+00:00,1.82,False
LXJ441,Departure,2026-09-23T12:30:00+00:00,2026-09-23T02:16:03+00:00,2026-09-23T02:16:03+00:00,10.23,False
UAL4601,Departure,2026-09-23T13:30:00+00:00,2026-09-23T02:16:03+00:00,2026-09-23T02:16:03+00:00,11.23,False
UAL1032,Arrival,2026-09-23T02:54:00+00:00,2026-09-22T19:15:53+00:00,2026-09-23T02:16:03+00:00,0.63,True
AAL459,Arrival,2026-09-23T03:38:00+00:00,2026-09-22T19:15:53+00:00,2026-09-23T02:16:03+00:00,1.37,True
DAL1609,Arrival,2026-09-23T03:50:00+00:00,2026-09-22T19:15:53+00:00,2026-09-23T02:16:03+00:00,1.57,True
DAL1403,Arrival,2026-09-23T04:17:00+00:00,2026-09-22T19:15:53+00:00,2026-09-23T02:16:03+00:00,2.02,True
AAL1445,Arrival,2026-09-23T04:21:00+00:00,2026-09-22T19:15:53+00:00,2026-09-23T02:16:03+00:00,2.08,True
UAL1637,Arrival,2026-09-23T04:21:00+00:00,2026-09-22T19:15:53+00:00,2026-09-23T02:16:03+00:00,2.08,True
DAL2666,Arrival,2026-09-23T05:08:00+00:00,2026-09-22T19:15:53+00:00,2026-09-23T02:16:03+00:00,2.87,True
SCX3012,Arrival,2026-09-23T05:46:00+00:00,2026-09-23T02:16:03+00:00,2026-09-23T02:16:03+00:00,3.5,False
SCX3096,Arrival,2026-09-23T07:54:00+00:00,2026-09-23T02:16:03+00:00,2026-09-23T02:16:03+00:00,5.63,False
SCX3027,Departure,2026-09-23T11:15:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,-0.01,False
UAL4581,Departure,2026-09-23T11:15:00+00:00,2026-09-23T00:35:29+00:00,2026-09-23T11:15:28+00:00,-0.01,True
DAL1597,Departure,2026-09-23T11:15:00+00:00,2026-09-23T00:35:29+00:00,2026-09-23T11:15:28+00:00,-0.01,True
SWA3857,Departure,2026-09-23T11:25:00+00:00,2026-09-23T00:35:29+00:00,2026-09-23T11:15:28+00:00,0.16,True
ASA473,Departure,2026-09-23T11:29:00+00:00,2026-09-23T00:35:29+00:00,2026-09-23T11:15:28+00:00,0.23,True
AAL1308,Departure,2026-09-23T11:30:00+00:00,2026-09-23T00:35:29+00:00,2026-09-23T11:15:28+00:00,0.24,True
SWA3861,Departure,2026-09-23T11:30:00+00:00,2026-09-23T00:35:29+00:00,2026-09-23T11:15:28+00:00,0.24,True
AAL6480,Departure,2026-09-23T11:30:00+00:00,2026-09-23T00:35:29+00:00,2026-09-23T11:15:28+00:00,0.24,True
DAL1626,Departure,2026-09-23T11:40:00+00:00,2026-09-23T00:35:29+00:00,2026-09-23T11:15:28+00:00,0.41,True
AAL1515,Departure,2026-09-23T11:53:00+00:00,2026-09-23T00:35:29+00:00,2026-09-23T11:15:28+00:00,0.63,True
UAL3375,Departure,2026-09-23T12:00:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,0.74,False
SWA3826,Departure,2026-09-23T12:00:00+00:00,2026-09-23T00:35:29+00:00,2026-09-23T11:15:28+00:00,0.74,True
AAL537,Departure,2026-09-23T12:00:00+00:00,2026-09-23T00:35:29+00:00,2026-09-23T11:15:28+00:00,0.74,True
SWA4583,Departure,2026-09-23T12:05:00+00:00,2026-09-23T02:16:03+00:00,2026-09-23T11:15:28+00:00,0.83,True
SWA3804,Departure,2026-09-23T12:15:00+00:00,2026-09-23T02:16:03+00:00,2026-09-23T11:15:28+00:00,0.99,True
SWA830,Departure,2026-09-23T12:35:00+00:00,2026-09-23T02:16:03+00:00,2026-09-23T11:15:28+00:00,1.33,True
SWA3812,Departure,2026-09-23T13:00:00+00:00,2026-09-23T02:16:03+00:00,2026-09-23T11:15:28+00:00,1.74,True
KI524,Departure,2026-09-23T13:18:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,2.04,False
SWA4522,Departure,2026-09-23T13:25:00+00:00,2026-09-23T02:16:03+00:00,2026-09-23T11:15:28+00:00,2.16,True
UAL502,Departure,2026-09-23T13:35:00+00:00,2026-09-23T02:16:03+00:00,2026-09-23T11:15:28+00:00,2.33,True
UAL4395,Departure,2026-09-23T14:43:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,3.46,False
LXJ566,Departure,2026-09-23T15:40:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,4.41,False
AAL2818,Departure,2026-09-23T16:01:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,4.76,False
SWA3846,Departure,2026-09-23T16:35:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,5.33,False
UAL560,Departure,2026-09-23T17:28:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,6.21,False
KOW187,Departure,2026-09-23T19:30:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,8.24,False
DLH449,Departure,2026-09-23T20:30:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,9.24,False
SWA830,Arrival,2026-09-23T11:47:00+00:00,2026-09-23T00:35:29+00:00,2026-09-23T11:15:28+00:00,0.53,True
KI524,Arrival,2026-09-23T12:01:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,0.76,False
SWA1482,Arrival,2026-09-23T12:04:00+00:00,2026-09-23T02:16:03+00:00,2026-09-23T11:15:28+00:00,0.81,True
SWA753,Arrival,2026-09-23T12:04:00+00:00,2026-09-23T02:16:03+00:00,2026-09-23T11:15:28+00:00,0.81,True
SWA3357,Arrival,2026-09-23T12:09:00+00:00,2026-09-23T00:35:29+00:00,2026-09-23T11:15:28+00:00,0.89,True
SWA3013,Arrival,2026-09-23T12:18:00+00:00,2026-09-23T02:16:03+00:00,2026-09-23T11:15:28+00:00,1.04,True
SWA4203,Arrival,2026-09-23T12:19:00+00:00,2026-09-23T00:35:29+00:00,2026-09-23T11:15:28+00:00,1.06,True
SWA2656,Arrival,2026-09-23T12:26:00+00:00,2026-09-23T02:16:03+00:00,2026-09-23T11:15:28+00:00,1.18,True
SWA244,Arrival,2026-09-23T12:27:00+00:00,2026-09-23T02:16:03+00:00,2026-09-23T11:15:28+00:00,1.19,True
SWA1096,Arrival,2026-09-23T12:29:00+00:00,2026-09-23T02:16:03+00:00,2026-09-23T11:15:28+00:00,1.23,True
SWA2514,Arrival,2026-09-23T12:32:00+00:00,2026-09-23T02:16:03+00:00,2026-09-23T11:15:28+00:00,1.28,True
SWA3958,Arrival,2026-09-23T12:37:00+00:00,2026-09-23T02:16:03+00:00,2026-09-23T11:15:28+00:00,1.36,True
SWA1646,Arrival,2026-09-23T12:39:00+00:00,2026-09-23T02:16:03+00:00,2026-09-23T11:15:28+00:00,1.39,True
SWA1147,Arrival,2026-09-23T12:44:00+00:00,2026-09-23T02:16:03+00:00,2026-09-23T11:15:28+00:00,1.48,True
SWA478,Arrival,2026-09-23T12:45:00+00:00,2026-09-23T02:16:03+00:00,2026-09-23T11:15:28+00:00,1.49,True
DAL5286,Arrival,2026-09-23T13:00:00+00:00,2026-09-23T02:16:03+00:00,2026-09-23T11:15:28+00:00,1.74,True
AAL3546,Arrival,2026-09-23T13:03:00+00:00,2026-09-23T02:16:03+00:00,2026-09-23T11:15:28+00:00,1.79,True
EJA235,Arrival,2026-09-23T13:26:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,2.18,False
AAL4340,Arrival,2026-09-23T13:37:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,2.36,False
SWA4495,Arrival,2026-09-23T13:44:00+00:00,2026-09-23T02:16:03+00:00,2026-09-23T11:15:28+00:00,2.48,True
DAL1571,Arrival,2026-09-23T14:00:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,2.74,False
SWA2536,Arrival,2026-09-23T14:00:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,2.74,False
SWA2907,Arrival,2026-09-23T14:01:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,2.76,False
DAL4939,Arrival,2026-09-23T14:04:00+00:00,2026-09-23T02:16:03+00:00,2026-09-23T11:15:28+00:00,2.81,True
SWA391,Arrival,2026-09-23T14:05:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,2.83,False
SWA3070,Arrival,2026-09-23T14:07:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,2.86,False
SWA2890,Arrival,2026-09-23T14:08:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,2.88,False
SWA1430,Arrival,2026-09-23T14:09:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,2.89,False
SWA1373,Arrival,2026-09-23T14:19:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,3.06,False
SWA998,Arrival,2026-09-23T14:29:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,3.23,False
SWA1694,Arrival,2026-09-23T14:29:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,3.23,False
SWA2837,Arrival,2026-09-23T14:29:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,3.23,False
UAL4427,Arrival,2026-09-23T14:33:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,3.29,False
SWA1097,Arrival,2026-09-23T14:44:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,3.48,False
SWA2657,Arrival,2026-09-23T14:52:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,3.61,False
SWA2019,Arrival,2026-09-23T14:59:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,3.73,False
AAL1739,Arrival,2026-09-23T15:21:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,4.09,False
SWA3280,Arrival,2026-09-23T15:49:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,4.56,False
SWA3877,Arrival,2026-09-23T16:14:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,4.98,False
SWA4173,Arrival,2026-09-23T17:19:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,6.06,False
SWA2144,Arrival,2026-09-23T17:34:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,6.31,False
DLH448,Arrival,2026-09-23T18:25:00+00:00,2026-09-23T11:15:28+00:00,2026-09-23T11:15:28+00:00,7.16,False
